B004SBBD8U,"[u""these chargers are always reliable. the cord is thicker than the cheap ones, so i can carry them around with me all day. i'd rather spend a few extra bucks on a single charger like this than the cheap packs of 5 or something."", u""these chargers are always reliable. the cord is thicker than the cheap ones, so i can carry them around with me all day. i'd rather spend a few extra bucks on a single charger like this than the cheap packs of 5 or something.""]"
B003ENM5IA,"[u'exactly as described, esata (no notch) on one side and regular sata on the other. if this is the cable you need, look no further. this is the best price i could find, and they were delivered quickly.', u'these cables are exactly as described, esata (no notch) on one side and regular sata on the other. if this is the cable you need, look no further. this is the best price i could find, and they were delivered quickly']"
B00DR0PDNE,"[u'if you want to watch youtube on your tv this may be the device for you.  however the roku or apple tv are both much better options with more content options.', u""we already had a smart tv so this wasn't a big change but you can't beat it for the small investment.  it is nice to watch something on netflix and control it from your phone.  i really dislike that you can't stream amazon prime and feel kind of misled about that.  it is especially galling when they have now come out with amazon fire tv.  if you have $35.00 to spare, go for it."", u""we already had a smart tv so this wasn't a big change but you can't beat it for the small investment. it is nice to watch something on netflix and control it from your phone. i really dislike that you can't stream amazon prime and feel kind of misled about that. it is especially galling when they have now come out with amazon fire tv which i recommend belowhttp://www.amazon.com/gp/product/b00cx5p8fc/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b00cx5p8fc&linkcode;=as2&tag;=hocivfd-20&linkid;=s62wbwsip2igaiwu"", u'great', u'if you want to watch youtube on your tv this may be the device for you. however the roku or apple tv are both much better options with more content options...they need more apps', u'great product works great']"
B000E8SY5G,"[u'a similar cable available from a local store was listed at $35. the cable i received from amazon is high quality and works perfectly. the connectors at both ends make a snug fit and tighten easily with the long knurled fasteners. i highly recommend this product.', u'a similar cable available from a local store was listed at $35.  the cable i received from amazon is high quality and works perfectly.  the connectors at both ends make a snug fit and tighten easily with the long knurled fasteners. i highly recommend this product.']"
B005V155YO,"[u""this otter box case for the atrix 2 was exactly what i was looking for. a lot of the cases i see, make the phone very bulky. this one, however, isn't bulky and looks great. it comes with a smaller rubber sleeve, then fits inside a hard plastic shell. also, this case has a rubber lip around the face liner and seems as though it would protect the phone wonderfully. all in all, very pleased with this purchase. i would consider buying again."", u""this otter box case for the atrix 2 was exactly what i was looking for.  a lot of the cases i see make the phone very bulky.  while i'm sure they protect great, those are just too big.  this one, however, isn't as bulky and looks great.  it comes with a smaller, rubber outer sleeve that then fits inside a hard plastic shell.  looks great and seems as though it would protect the phone wonderfully.  it also came with a screen protector which was easy to install and slides well (some of the cheap ones don't seem to allow your finger to slide on it very easily).very pleased with this purchase.  great price too!""]"
B001TH7GUU,"[u'nice cable connector', u'nice cable']"
B007ZW2LY4,"[u'this is one of the fastest harddisk that i used. managed to boot into win8 on my lenovo laptop within 5 secs from power on. this is indeed fast! done a speedtest and i was able to achieve around 320-330 mb/sec data transfer speed.speed lovers, you may like to consider the samsung evo pro version (below) which gives you even more speed (at a price of course)http://www.amazon.com/gp/product/b009nb8wru/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b009nb8wru&linkcode;=as2&tag;=nealo10a-20&linkid;=y353suqtz7ucc5pk', u'this is one of the fastest harddisk that i used. managed to boot into win8 on my lenovo laptop within 5 secs from power on. this is indeed fast! done a speedtest and i was able to achieve around 320-330 mb/sec data transfer speed.speed lovers, you may like to consider the samsung evo pro version (below) which gives you even more speed (at a price of course)http://www.amazon.com/gp/product/b009nb8wru/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b009nb8wru&linkcode;=as2&tag;=civcikdx-20&linkid;=y353suqtz7ucc5pk']"
B001TZWFBM,"[u""very cheap product its worth it. low cost, simple to use and does the job. these shoot-through umbrella's do a great job with my canon rebel t3i and when used in tandem for a group reduce the harsh shadows and reflections that might be caused by unshielded flashes. keep in mind that you will lose about a stop and half of lighting when using these and adjust accordingly. great for the price!"", u""low cost, simple to use and does the job.  these shoot-through umbrella's do a great job with my canon 580exii flashes and when used in tandem for a group reduce the harsh shadows and reflections that might be caused by unshielded flashes. keep in mind that you will lose about a stop and half of lighting when using these and adjust accordingly. great for the price!""]"
B003VVH8Y6,"[u'perfect case for a portable drive.', u'perfect for silicon power rugged armor a80 1 tb 2.5-inch usb 3.0 and usb 2.0 military grade portable external hard drive . i really like.', u'perfect!!!', u'its a great case for my external hard drive. it fits the silicon power rugged armor a80 1 tb 2.5-inch usb 3.0 and usb 2.0 military perfectly.']"
B006XOX0JA,"[u'i have been using this monitor now for two months. this is my first led monitor and i am pleased with it. the monitor is in use most of the day every day and i have not had any problems with it. it is bright and clear and easy on the eyes.', u""i have been using this monitor now for two months. this is my first led monitor and i am pleased with it. the monitor is in use most of the day every day and i have not had any problems with it. it is bright and clear and easy on the eyes. the only drawback is that it has a narrow viewing angel. if you move off to the side very far, you can't see what is on the screen. over all this monitor is a good value and nice quality for my needs. i would recommend to anyone needing a monitor.""]"
B00BLCLURI,"[u'amazed by the performance. the sounds is fantastic and the set-up was remarkably easy. sound is crisp clear and good bass. despite being very pricey for a speaker of this size, it has proven to be a worthwhile purchase in the few days that i have had it. however, it lacks the surround sound feel. if you are looking for that, i will recommend the following as an alternativehttp://www.amazon.com/gp/product/b00d5q75rc/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b00d5q75rc&linkcode;=as2&tag;=nealo10a-20', u'amazed by the performance. the sounds is fantastic and the set-up was remarkably easy. sound is crisp clear and good bass. despite being very pricey for a speaker of this size, it has proven to be a worthwhile purchase in the few days that i have had it. however, it lacks the surround sound feel. if you are looking for that, i will recommend the following as an alternativehttp://www.amazon.com/gp/product/b00d5q75rc/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b00d5q75rc&linkcode;=as2&tag;=theaventblog-20']"
B000P1O73A,"[u""bought for a new camera and works fine. many older sd card units won't handle 4gb and larger cards so make sure that yours will. if you are buying this for a pc there are usb adapters for these larger cards."", u""bought for a new camera and works fine. many older sd card units won't handle 4gb and larger cards so make sure that yours will. if you are buying this for a pc there are usb adapters for these larger cards.""]"
B00000J1V5,"[u'this cable was exactly what i needed, and the quality, price, and speed of shipment was terrific! the type of cable was the perfect speed, and complimented the rest of my system very well! all i can say is thanks!!!!!', u'works great', u'it works great..', u'this cable was exactly what i needed, and the quality, price, and speed of shipment was terrific! the type of cable was the perfect speed, and complimented the rest of my system very well.']"
B004RORMF6,"[u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=travguid0ca-20"", u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=travguid0ca-20"", u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=hocivfd-20"", u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=hocivfd-20"", u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=nealo10a-20"", u""it's a balance between saving on your electricity bill and performance. but it does its job. used it on my new set up but used it to store only data that i rarely use.the western digital red (below) will be a more powerful and faster optionhttp://www.amazon.com/gp/product/b008jjlz7g/ref=as_li_tl?ie=utf8&camp;=1789&creative;=390957&creativeasin;=b008jjlz7g&linkcode;=as2&tag;=nealo10a-20""]"
